SchoolDepartment,CourseTitle,Email,RequiredSkill,Professors,GainedSkill,strartingOrAsgnmtDate,Hour
Academic Affairs and Staff Development,Pierce County Job Fair flyer,dwetherheadb@livejournal.com,"Event Management and Logistics, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Graphic Design, Technical Documentation",12-02-2020,00:00:00
Regulatory Engineering,Enroll in Weight Watchers at work,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing",21-02-2020,17:10:00
Environmental and Civil Engineering,"Seventh annual Wedding Showcase returns to the ESB, March 1",dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication",21-02-2020,17:25:00
Quality Assurance and Risk Management,Media Advisory: Presidential Primary Election at a glance,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,News and Media Communication,21-02-2020,19:00:00
Environmental and Civil Engineering,"Pierce County Council adopts county's Parks, Recreation and Open Space Plan",dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",24-02-2020,23:23:00
Urban Planning and Public Infrastructure,Vanpool subsidy increase,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication",25-02-2020,19:59:00
Financial Analysis and Management,Printing Services,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Proofreading and Quality Assurance, Internal and External Communication",28-02-2020,23:30:00
Academic Affairs and Staff Development,Job Fair/Career Event campaign,dwetherheadb@livejournal.com,Event Management and Logistics,Samira Alaoui,"Social Media Strategy, Technical Documentation, Public Outreach and Engagement, Public Relations, Graphic Design, Video Editing, Writing and Editing",03-03-2020,07:07:00
Academic Affairs and Staff Development,Paid Family and Medical Leave (PFML) information for HR Partners and Timekeepers,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Proofreading and Quality Assurance, Internal and External Communication",03-03-2020,23:49:00
Partnerships and External Collaboration,COVID-19 communications support,dwetherheadb@livejournal.com,Issue and Risk Management,Samira Alaoui,Proofreading and Quality Assurance,04-03-2020,01:20:00
Partnerships and External Collaboration,COVID-19  communications support,dwetherheadb@livejournal.com,Issue and Risk Management,Samira Alaoui,Proofreading and Quality Assurance,06-03-2020,01:20:00
Academic Affairs and Staff Development,#1 Bring Your Child to Work Day message #1,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Posters, Brochures, Reports), Internal and External Communication",Samira Alaoui,"Graphic Design, Internal and External Communication, Writing and Editing, Website Programming",06-03-2020,01:24:00
Academic Affairs and Staff Development,BYCTWD documents,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Posters, Brochures, Reports), Internal and External Communication",Samira Alaoui,"Graphic Design, Writing and Editing, Internal and External Communication, Website Programming",06-03-2020,01:26:00
Academic Affairs and Staff Development,Supervisory training,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Graphic Design, Internal and External Communication, Writing and Editing, Website Programming",06-03-2020,21:54:00
Financial Analysis and Management,First Aid/CPR training classes canceled,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Writing and Editing, Website Programming",16-03-2020,17:25:00
Academic Affairs and Staff Development,Grant coordinator job opening,dwetherheadb@livejournal.com,Social Media Strategy,Samira Alaoui,"Graphic Design, Social Media Strategy",18-03-2020,17:47:00
Academic Affairs and Staff Development,OUR FAM COVID-19 telework message,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing",20-03-2020,18:06:00
Academic Affairs and Staff Development,COVID-19 teleworking webpage,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",20-03-2020,18:08:00
Academic Affairs and Staff Development,Remote learning marketing,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication",23-03-2020,17:12:00
Academic Affairs and Staff Development,21-Day Wellbeing Challenge campaign,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming",23-03-2020,17:14:00
Academic Affairs and Staff Development,Teleworking resources wepbage,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming",23-03-2020,22:14:00
Academic Affairs and Staff Development,21-Day Wellbeing message,dwetherheadb@livejournal.com,"Internal and External Communication, Video Editing and Production, Website Programming",Samira Alaoui,"Proofreading and Quality Assurance, Website Programming, Internal and External Communication",24-03-2020,21:11:00
Facilities and Maintenance Engineering,Change in security service vendor,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Graphic Design",25-03-2020,00:59:00
Academic Affairs and Staff Development,"Current COVID-19 Work, Stay Home Order, and Leave Guidance",dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication, Website Programming",25-03-2020,22:38:00
Urban Planning and Public Infrastructure,Love to Ride Wrap-up email,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Proofreading and Quality Assurance, Internal and External Communication",26-03-2020,20:58:00
Academic Affairs and Staff Development,Bring Your Child to Work Day canceled + resources for employees caring for kids,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming, Graphic Design",27-03-2020,20:08:00
Academic Affairs and Staff Development,Update to the Families First Coronavirus Response Act (FFCRA),dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Internal and External Communication, Website Programming, Proofreading and Quality Assurance",31-03-2020,23:41:00
Academic Affairs and Staff Development,COVID-19 intranet info page for employees + links,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing",01-04-2020,23:42:00
Academic Affairs and Staff Development,Employee Assistance Program resource for employees,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Graphic Design, Writing and Editing, Website Programming",04-04-2020,00:32:00
Academic Affairs and Staff Development,Jail food service flyer,dwetherheadb@livejournal.com,"Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,Graphic Design,04-04-2020,00:34:00
Academic Affairs and Staff Development,COVID-19 leave mesaging,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",08-04-2020,17:59:00
Facilities and Maintenance Engineering,CCB District Court fire alarm testing,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",08-04-2020,18:00:00
Urban Planning and Public Infrastructure,Pierce Trips News Updates,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Internal and External Communication, Proofreading and Quality Assurance",21-04-2020,15:33:00
Academic Affairs and Staff Development,Standing Ovation Awards campaign,dwetherheadb@livejournal.com,"Internal and External Communication, Website Programming",Samira Alaoui,"Internal and External Communication, Website Programming, Writing and Editing, Graphic Design",21-04-2020,16:31:00
Academic Affairs and Staff Development,21-Day Wellbeing Challenge campaign,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming",24-04-2020,01:03:00
Research and Technical Publications,Pierce County Law Library receives prestigious community engagement award,dwetherheadb@livejournal.com,News Writing and Editing,Samira Alaoui,"Proofreading and Quality Assurance, News and Media Communication, Website Programming",24-04-2020,01:06:00
Academic Affairs and Staff Development,Unpaid Leave Standby Status,dwetherheadb@livejournal.com,"Strategic Planning and Project Management, Internal and External Communication",Samira Alaoui,"Internal and External Communication, Writing and Editing, Website Programming",24-04-2020,16:45:00
Urban Planning and Public Infrastructure,Retirement of Beth Manley,dwetherheadb@livejournal.com,Internal and External Communication,Samira Alaoui,"Website Programming, Internal and External Communication",29-04-2020,16:36:00
Academic Affairs and Staff Development,Workday process change message,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports)",Samira Alaoui,"Internal and External Communication, Graphic Design, Proofreading and Quality Assurance, Website Programming",29-04-2020,19:40:00
Academic Affairs and Staff Development,2020 Standing Ovation Awards,dwetherheadb@livejournal.com,"Internal and External Communication, Graphic Design/Marketing (Posters, Brochures, Reports), Website Programming",Samira Alaoui,"Graphic Design, Internal and External Communication, Website Programming, Writing and Editing",04-05-2020,18:27:00
